name,sku,collection,product_type,price,product_dimension,shipping_dimension,net_weight,gross_weight,qty_per_carton,color,frame_type,cushion_info,description,tags,image_url,all_image_urls,url
Athena Dark Coffee Table Slat,ATDCTS,Athena Dark,Patio Furniture,$1480.00,52''x28''x18'',"55"" x30"" x25""",40 lbs,55 lbs,1,DG,Wicker/Aluminum Frame Fully Welded,,"Description Athena Dark Coffee Table Slat Dimensions & Weight Product Dimension 52''x28''x18'' Shipping Dimension 55"" x30"" x25"" Net Weight 40 lbs Gross Weight 55 lbs QTY/CTN 1 Specifications Color DG Frame Type Wicker/Aluminum Frame Fully Welded Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents ""","Athena Dark, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/files/ATDCTS.jpg?v=1741158302,https://cdn.shopify.com/s/files/1/0556/0729/6170/files/ATDCTS.jpg?v=1741158302,https://summersetcasual.com/products/athena-dark-coffee-table-slat
JoLee Glider Swivel Club Chair,JLGCC,Jolee,Patio Furniture,$1681.00,"32""x36""x31.5""","33.5""x34.5""x37.5""",53 lbs,62 lbs,1,Gray,Aluminum Knock-Down,Purchased Separately,"?? Description JoLee Glider Swivel Club Chair Dimensions & Weight Product Dimension 32""x36""x31.5"" Arm Height 24"" Seat Height 11.25"" Shipping Dimension 33.5""x34.5""x37.5"" Net Weight 53 lbs Gross Weight 62 lbs QTY/CTN 1 Specifications Color Gray Frame Type Aluminum Knock-Down Cushion Purchased Separately Matching Cover C21W; Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents ??","Deep Seat, JoLee, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLCCS.jpg?v=1741158394,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLCCS.jpg?v=1741158394 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLCCS_1.jpg?v=1741158394 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/JLCCS_3_0e4a0b34-8723-47cb-b906-13c8935417a6.jpg?v=1741158395,https://summersetcasual.com/products/jolee-glider-swivel-club-chair
Aeros Deepseat Sofa,ERDSS,Aeros,Patio Furniture,$2484.00,"82""x32""x33.5""","77.2""x28.4""x18.5""",48 lbs,59 lbs,1,Light Grey/Dark Grey,Cast Aluminum Knock-Down,,"Description Aeros Deepseat Sofa Dimensions & Weight Product Dimension 82""x32""x33.5"" Shipping Dimension 77.2""x28.4""x18.5"" Net Weight 48 lbs Gross Weight 59 lbs QTY/CTN 1 Specifications Color Light Grey/Dark Grey Frame Type Cast Aluminum Knock-Down Matching Cover C23 Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents",Aeros,https://cdn.shopify.com/s/files/1/0556/0729/6170/files/IMG_2872.jpg?v=1741158307,https://cdn.shopify.com/s/files/1/0556/0729/6170/files/IMG_2872.jpg?v=1741158307,https://summersetcasual.com/products/aeros-deepseat-sofa
Aeros Chaise Lounge,ERCL,Aeros,Patio Furniture,$1656.00,"77""x27""x13.5""","79""x29""x12""",44 lbs,55 lbs,1,Light Grey/Dark Grey,Cast Aluminum Knock-Down,,"Description Aeros Chaise Lounge Dimensions & Weight Product Dimension 77""x27""x13.5"" Shipping Dimension 79""x29""x12"" Net Weight 44 lbs Gross Weight 55 lbs QTY/CTN 1 Specifications Color Light Grey/Dark Grey Frame Type Cast Aluminum Knock-Down Matching Cover OL77 Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents",Aeros,,,https://summersetcasual.com/products/aeros-chaise-lounge
Aeros Deepseat Loveseat - Bronze,ERDSLS - B,Aeros,Patio Furniture,$1611.00,"57""x32""x33""","52""x28.5""x18.5""",45 lbs,56 lbs,1,Rubbed Oil Bronze,Cast Aluminum Knock-Down,,"Description Aeros Deepseat Loveseat Dimensions & Weight Product Dimension 57""x32""x33"" Shipping Dimension 52""x28.5""x18.5"" Net Weight 45 lbs Gross Weight 56 lbs QTY/CTN 1 Specifications Color Rubbed Oil Bronze Frame Type Cast Aluminum Knock-Down Matching Cover C22 Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents",Aeros,https://cdn.shopify.com/s/files/1/0556/0729/6170/files/Screenshot2026-04-27at1.46.18PM.png?v=1777315607,https://cdn.shopify.com/s/files/1/0556/0729/6170/files/Screenshot2026-04-27at1.46.18PM.png?v=1777315607,https://summersetcasual.com/products/aeros-deepseat-loveseat
Aeros Club Chair,ERCC,Aeros,Patio Furniture,$1179.00,"32""x32""x33.5""","34.3""x27.2""x18.5""",21 lbs,31 lbs,1,Light Grey/Dark Grey,Cast Aluminum Knock-Down,,"Description Aeros Club Chair Dimensions & Weight Product Dimension 32""x32""x33.5"" Shipping Dimension 34.3""x27.2""x18.5"" Net Weight 21 lbs Gross Weight 31 lbs QTY/CTN 1 Specifications Color Light Grey/Dark Grey Frame Type Cast Aluminum Knock-Down Matching Cover C21W Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents",Aeros,https://cdn.shopify.com/s/files/1/0556/0729/6170/files/IMG_2849.jpg?v=1741158308,https://cdn.shopify.com/s/files/1/0556/0729/6170/files/IMG_2849.jpg?v=1741158308,https://summersetcasual.com/products/aeros-club-chair
Aeros Club Swivel Glider Chair,ERCCSR,Aeros,Patio Furniture,$1701.00,"32""x32""x33.5""","34.3""x34.3""x35.5""",42 lbs,53 lbs,1,Light Grey/Dark Grey,Cast Aluminum Knock-Down,,"Description Aeros Club Swivel Glider Chair Dimensions & Weight Product Dimension 32""x32""x33.5"" Shipping Dimension 34.3""x34.3""x35.5"" Net Weight 42 lbs Gross Weight 53 lbs QTY/CTN 1 Specifications Color Light Grey/Dark Grey Frame Type Cast Aluminum Knock-Down Matching Cover C21W Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents",Aeros,https://cdn.shopify.com/s/files/1/0556/0729/6170/files/IMG_2974.jpg?v=1741158309,https://cdn.shopify.com/s/files/1/0556/0729/6170/files/IMG_2974.jpg?v=1741158309,https://summersetcasual.com/products/aeros-club-swivel-glider-chair
"52""x32"" Rectangle Fire Table Aeros",FPRCCH5232ER,Aeros,Patio Furniture,$3717.00,"52""x32""x25""","54""x33.5""x3""",78 lbs,90 lbs,1,Light Grey/Dark Grey,Cast Aluminum Knock-Down,,"Description 52""x32"" Rectangle Fire Table Aeros Dimensions & Weight Product Dimension 52""x32""x25"" Shipping Dimension 54""x33.5""x3""/46""x25.5""25"" Net Weight 78 lbs Gross Weight 90 lbs QTY/CTN 1 Specifications Color Light Grey/Dark Grey Frame Type Cast Aluminum Knock-Down Matching Cover T5232 Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents",Aeros,https://cdn.shopify.com/s/files/1/0556/0729/6170/files/FireTable.jpg?v=1741158305,https://cdn.shopify.com/s/files/1/0556/0729/6170/files/FireTable.jpg?v=1741158305,https://summersetcasual.com/products/52x32-rectangle-fire-table-aeros
"24"" Square Accent Table Aeros",SQATER24,Aeros,Patio Furniture,$783.00,"24""x24""x21""","26""x23.3""x12.5""",18 lbs,29 lbs,1,Light Grey/Dark Grey,Cast Aluminum Knock-Down,,"Description 24"" Square Accent Table Aeros Dimensions & Weight Product Dimension 24""x24""x21"" Shipping Dimension 26""x23.3""x12.5"" Net Weight 18 lbs Gross Weight 29 lbs QTY/CTN 1 Specifications Color Light Grey/Dark Grey Frame Type Cast Aluminum Knock-Down Matching Cover TA24 Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents",Aeros,https://cdn.shopify.com/s/files/1/0556/0729/6170/files/IMG_2858.jpg?v=1741158306,https://cdn.shopify.com/s/files/1/0556/0729/6170/files/IMG_2858.jpg?v=1741158306,https://summersetcasual.com/products/24-square-accent-table-aeros
"48""x24"" Coffee Table Aeros",CTER4824,Aeros,Patio Furniture,$1116.00,"48""x24""x18""","43""x26""x7""",26 lbs,37 lbs,1,Light Grey/Dark Grey,Cast Aluminum Knock-Down,,"Description 48""x24"" Coffee Table Aeros Dimensions & Weight Product Dimension 48""x24""x18"" Shipping Dimension 43""x26""x7"" Net Weight 26 lbs Gross Weight 37 lbs QTY/CTN 1 Specifications Color Light Grey/Dark Grey Frame Type Cast Aluminum Knock-Down Matching Cover TC48 Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents",Aeros,https://cdn.shopify.com/s/files/1/0556/0729/6170/files/IMG_2878.jpg?v=1741158306,https://cdn.shopify.com/s/files/1/0556/0729/6170/files/IMG_2878.jpg?v=1741158306,https://summersetcasual.com/products/48x24-coffee-table-aeros
"84""x40"" Dining Table Aeros",RCTDT8440ER,Aeros,Patio Furniture,$2889.00,"84""x40""29.5""","77""x42""x12.5""",73 lbs,86 lbs,1,Light Grey/Dark Grey,Cast Aluminum Knock-Down,,"Description 127"" x 48"" Rectangle Dining Table Weave Extension Dimensions & Weight Product Dimension 84""x40""29.5"" Shipping Dimension 77""x42""x12.5"" Net Weight 73 lbs Gross Weight 86 lbs QTY/CTN 1 Specifications Color Light Grey/Dark Grey Frame Type Cast Aluminum Knock-Down Matching Cover T12078; Cover with chairs Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents",Aeros,https://cdn.shopify.com/s/files/1/0556/0729/6170/files/IMG_2904.jpg?v=1741158310,https://cdn.shopify.com/s/files/1/0556/0729/6170/files/IMG_2904.jpg?v=1741158310 | https://cdn.shopify.com/s/files/1/0556/0729/6170/files/Set-04.jpg?v=1741158310,https://summersetcasual.com/products/84x40-dining-table-aeros
Aeros Dining Chair,ERDC,Aeros,Patio Furniture,$909.00,"28""x29""x33.5""","31""x26""x10.5""",21 lbs,31 lbs,1,Light Grey/Dark Grey,Cast Aluminum Knock-Down,,"Description Aeros Dining Chair Dimensions & Weight Product Dimension 28""x29""x33.5"" Shipping Dimension 31""x26""x10.5"" Net Weight 21 lbs Gross Weight 31 lbs QTY/CTN 1 Specifications Color Light Grey/Dark Grey Frame Type Cast Aluminum Knock-Down Matching Cover C21; Or Table Set Cover Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents",Aeros,https://cdn.shopify.com/s/files/1/0556/0729/6170/files/IMG_2826.jpg?v=1741158311,https://cdn.shopify.com/s/files/1/0556/0729/6170/files/IMG_2826.jpg?v=1741158311 | https://cdn.shopify.com/s/files/1/0556/0729/6170/files/ERDC_Back.jpg?v=1741158311 | https://cdn.shopify.com/s/files/1/0556/0729/6170/files/Set-05.jpg?v=1741158311,https://summersetcasual.com/products/aeros-dining-chair
"52"" Round Chat Wrap Firepit Table Designer (Burner Included)",KTFPCHDRW52,,Patio Furniture,$4170.00,"24.5""x52""x52""",0,,,1,MA,Cast Aluminum Knock-Down,,"Description 52"" ROUND CHAT WRAP FIREPIT TABLE DESIGNER (BURNER INCLUDED) Dimensions & Weight Product Dimension 24.5""x52""x52"" Shipping Dimension 0 Net Weight lbs Gross Weight lbs QTY/CTN 1 Specifications Color MA Frame Type Cast Aluminum Knock-Down Matching Cover TR52; Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents ??","Designer, Fire Table, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/files/FPCHDRW52_84972f32-1f75-4e5e-80b9-618e519f6fd5.jpg?v=1741158315,https://cdn.shopify.com/s/files/1/0556/0729/6170/files/FPCHDRW52_84972f32-1f75-4e5e-80b9-618e519f6fd5.jpg?v=1741158315,https://summersetcasual.com/products/52-round-chat-wrap-firepit-table-designer-burner-included
"84"" x 44"" Rectangle Dining Wrap Firepit Table With 2 Burners Signature (Burner Included)",KTFPRDT8444,,Patio Furniture,$6416.00,"28""x84""x44""",46'',127.6 lbs,141.9 lbs,1,MA,Cast Aluminum Knock-Down,,"Description 84"" X 44"" RECTANGLE DINING WRAP FIREPIT TABLE WITH 2 BURNERS SIGNATURE (BURNER INCLUDED) Dimensions & Weight Product Dimension 28""x84""x44"" Shipping Dimension 46'' x6'' x85'' Net Weight 127.6 lbs Gross Weight 141.9 lbs QTY/CTN 1 Specifications Color MA Frame Type Cast Aluminum Knock-Down Matching Cover T12078; Cover with chairs Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents ??","Fire Table, Signature, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/files/FPRDT8444_5eaed7f3-46f2-4c3c-a658-8a7f1d17a6a8.jpg?v=1741158312,https://cdn.shopify.com/s/files/1/0556/0729/6170/files/FPRDT8444_5eaed7f3-46f2-4c3c-a658-8a7f1d17a6a8.jpg?v=1741158312 | https://cdn.shopify.com/s/files/1/0556/0729/6170/files/WHP_4022_6dc24c9d-32f2-4752-984b-cda786f6151b.jpg?v=1741158312 | https://cdn.shopify.com/s/files/1/0556/0729/6170/files/WHP_4042_ac921c56-036f-4523-a01a-882c13ae71bc.jpg?v=1741158312,https://summersetcasual.com/products/84-x-44-rectangle-dining-wrap-firepit-table-with-2-burners-signature-burner-included
"48"" Round Chat Firepit Table Weave (Burner Included)",KTFPCHWV48,,Patio Furniture,$3677.00,"24.5""x48""x48""",0,,,1,MA,Cast Aluminum Knock-Down,,"Description 48"" ROUND CHAT FIREPIT TABLE WEAVE (BURNER INCLUDED) Dimensions & Weight Product Dimension 24.5""x48""x48"" Shipping Dimension 0 Net Weight lbs Gross Weight lbs QTY/CTN 1 Specifications Color MA Frame Type Cast Aluminum Knock-Down Matching Cover M930; Cover table top only Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents ??","Ecom, Fire Table, Stocking, Weave",https://cdn.shopify.com/s/files/1/0556/0729/6170/files/FPCHWV48_f75ac79b-69b5-4923-afa6-9947dd7bb7e6.jpg?v=1741158312,https://cdn.shopify.com/s/files/1/0556/0729/6170/files/FPCHWV48_f75ac79b-69b5-4923-afa6-9947dd7bb7e6.jpg?v=1741158312,https://summersetcasual.com/products/48-round-chat-firepit-table-weave-burner-included
"52"" Round Aztec Chat Firepit Table (Burner Included)",KTFPCHTT52,Aztec,Patio Furniture,$3876.00,"24.5""x52""x52""",0,,,1,Black Frame; Chocolate Rosewood Wicker,Cast Aluminum Knock-Down,,"Description 52"" ROUND AZTEC CHAT FIRETABLE (BURNER INCLUDED) Dimensions & Weight Product Dimension 24.5""x52""x52"" Shipping Dimension 0 Net Weight lbs Gross Weight lbs QTY/CTN 1 Specifications Color Black Frame; Chocolate Rosewood Wicker Frame Type Cast Aluminum Knock-Down Matching Cover TR52; Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents ??","Fire Table, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/files/FPCHTT52_246d5b09-b2ca-4287-8bb5-7f234e213356.jpg?v=1741158314,https://cdn.shopify.com/s/files/1/0556/0729/6170/files/FPCHTT52_246d5b09-b2ca-4287-8bb5-7f234e213356.jpg?v=1741158314 | https://cdn.shopify.com/s/files/1/0556/0729/6170/files/FPCHTT52_3_e7164a7d-f016-46e0-ad24-7a56001669bb.jpg?v=1741158314 | https://cdn.shopify.com/s/files/1/0556/0729/6170/files/FPCHTT52_4_9635777b-a64d-408f-8819-8828dd364bf8.jpg?v=1741158314 | https://cdn.shopify.com/s/files/1/0556/0729/6170/files/FPCHTT52_6_a0082bf8-467f-44fe-b94b-c6d333e9340b.jpg?v=1741158314,https://summersetcasual.com/products/52-round-aztec-chat-firepit-table-burner-included
"52"" Round Athena Dark Chat Firepit Table (Burner Included)",KTFPCHATD52,Athena Dark,Patio Furniture,$3876.00,"Dia52""x25H""","53""x11""x53""",,,1,DG,Wicker Knock-Down,,"Description 52"" Round Athena Dark Chat Firepit Table (Burner Included) Dimensions & Weight Product Dimension Dia52""x25H"" Shipping Dimension 53""x11""x53"" Net Weight lbs Gross Weight lbs QTY/CTN 1 Specifications Color DG Frame Type Wicker Knock-Down Warranty Frames: 10 years; California's Proposition 65 Warning For California Residents Additional Documents ??","Athena Dark, Fire Table, Stocking",https://cdn.shopify.com/s/files/1/0556/0729/6170/files/FPCHATD52_1_d8b0cfb5-dbd6-40f5-8f94-8a7d6ebc6305.jpg?v=1741158316,https://cdn.shopify.com/s/files/1/0556/0729/6170/files/FPCHATD52_1_d8b0cfb5-dbd6-40f5-8f94-8a7d6ebc6305.jpg?v=1741158316,https://summersetcasual.com/products/52-round-athena-dark-chat-firepit-table-burner-included
