Product Name,SKU,Price,Availability,Category,Collection,Description,Brand,Product URL,Image URL,Additional Images
Fire Glass 10 lbs,Fire Glass,$29,In Stock,Parts & Hardware,Fire Pit Parts,One 10lb bucket of fire glass - Amber or Black,Hanamint,https://hanamintstore.com/fire-glass-10-lbs/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/225/images/3492/616624__95897.1764791187.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/225/3492/616624__95897.1764791187.jpg?c=1 | https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/225/3491/616622__65125.1764791187.jpg?c=1 | https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/225/3493/616623__37659.1764791187.jpg?c=1
Fire Poker,Poker,$9,In Stock,Parts & Hardware,Fire Pit Parts,Fire Poker,Hanamint,https://hanamintstore.com/fire-poker/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/456/images/1609/Fire_Poker__26537.1620687662.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/456/1609/Fire_Poker__26537.1620687662.jpg?c=1
Flex Gas Hose for 616608,HG100I(C)16,$19,In Stock,Parts & Hardware,Fire Pit Parts,Replacement gas flex hose for fire pit burners.,Hanamint,https://hanamintstore.com/gas-flex-hose-replacment/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/679/images/2912/Gas_Flex_Hose__07271.1691690423.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/679/2912/Gas_Flex_Hose__07271.1691690423.jpg?c=1
Gas Valve,616615D,$21,In Stock,Parts & Hardware,Fire Pit Parts,"Replacement gas valve for match light burners. Fits burner #616614, #616615, and #616617",Hanamint,https://hanamintstore.com/replacement-gas-valve-for-match-light-burners/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/665/images/2880/Gas_Valve_wonder_fire__88159.1689707255.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/665/2880/Gas_Valve_wonder_fire__88159.1689707255.jpg?c=1
Gas Valve Control Knob,616615A,$5,In Stock,Parts & Hardware,Fire Pit Parts,"Replacement gas valve control knob for match light burners. Fits burner #616614, #616615, and #616617",Hanamint,https://hanamintstore.com/replacement-gas-valve-control-knob-for-match-light-burners/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/667/images/2879/Gas_control_knob__92862.1689707186.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/667/2879/Gas_control_knob__92862.1689707186.jpg?c=1
Glass Guard Replacement,HA40005,$10,In Stock,Parts & Hardware,Fire Pit Parts,Replacement rubber feet of all fire pit glass guards. Set of 4 includes replacement screws for attaching.,Hanamint,https://hanamintstore.com/glass-guard-replacement-rubber-feet-set-of-4/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/130/images/392/HA40005__74906.1571264803.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/130/392/HA40005__74906.1571264803.jpg?c=1
Hardware Set for 616619,616619HARDWARE,$24,In Stock,Parts & Hardware,Fire Pit Parts,Complete set of top and bottom claps for 616619 round glass guard.,Hanamint,https://hanamintstore.com/hardware-set-for-round-glass-guards/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/386/images/1105/616619hardware__58244.1603474818.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/386/1105/616619hardware__58244.1603474818.jpg?c=1
NG Conversion Kit,616690,$69,In Stock,Parts & Hardware,Fire Pit Parts,Natural Gas Converions kit for fire pit table. Not for use with Crystal Burners,Hanamint,https://hanamintstore.com/natural-gas-conversion-kit-for-fire-pit-tables/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/440/images/1576/NG_conversion_kit__96251.1652135309.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/440/1576/NG_conversion_kit__96251.1652135309.jpg?c=1
Rectangular Glass Guard,616621,$149,In Stock,Parts & Hardware,Fire Pit Parts,"Rectangular Glass Guard for 12"" x 24"" burner.",Hanamint,https://hanamintstore.com/rectangular-glass-guard-for-12-x-24-burner/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/342/images/1125/616621__84246.1607361414.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/342/1125/616621__84246.1607361414.jpg?c=1
Replacement Piece of Glass for Round Glass Guard,GLASSPANEL,$49,In Stock,Parts & Hardware,Fire Pit Parts,Replacement piece of glass for the 616619 round glass fire pit wind guard.,Hanamint,https://hanamintstore.com/replacement-piece-of-glass-for-round-glass-guard/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/432/images/1567/glass__28516.1617044417.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/432/1567/glass__28516.1617044417.jpg?c=1
Round Glass Guard,616619,$199,In Stock,Parts & Hardware,Fire Pit Parts,"Round glass fire pit wind guard. For use with gas fire pits only. Not suitable for wood burning fire pits. Fits all round hanamint gas fire pits. 22.5"" diameter",Hanamint,https://hanamintstore.com/round-fire-pit-glass-wind-guard/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/310/images/1127/616619__60896.1607365274.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/310/1127/616619__60896.1607365274.jpg?c=1
Stainless Steel Ice Bucket,616607,$160,In Stock,Parts & Hardware,Fire Pit Parts,"This stainless steel ice bucket fits all Hanamint & Alumont fire pit tables. Can be used as an ice bucket or fire bowl. The bowl is 19.5” in diameter plus a 1” lip all around for a total of 21.5” and is 8"" deep.",Hanamint,https://hanamintstore.com/stainless-steel-ice-bucket-for-fire-pit-tables/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/192/images/1126/616607__42293.1652477675.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/192/1126/616607__42293.1652477675.jpg?c=1
Straight Shot Propane Hose,STRPROPANEHOSE,$25,In Stock,Parts & Hardware,Fire Pit Parts,5' long straight shot propane hose.,Hanamint,https://hanamintstore.com/straight-shot-propane-hose/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/4153/images/3626/Straight_Shot_Propane_Hose__44684.1768487701.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/4153/3626/Straight_Shot_Propane_Hose__44684.1768487701.jpg?c=1
Thermocouple,616615E,$14,In Stock,Parts & Hardware,Fire Pit Parts,"Replacement thermocouple for match light burners. Fits burner #616614, #616615, and #616617",Hanamint,https://hanamintstore.com/replacement-thermocouple-for-match-light-burners/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/641/images/2805/thermocouple__51247.1680046807.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/641/2805/thermocouple__51247.1680046807.jpg?c=1
"1 7/8"" Oval Glide For Alumont Furniture - 16 pack",607,$16,In Stock,Parts & Hardware,Glides,"This 1 7/8"" oval glide fits all older Alumont furniture with 1 7/8"" extrusions. Choose color: Black or White Pack of 16.",Hanamint,https://hanamintstore.com/1-7-8-glide-for-alumont-furniture-16-pack/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/165/images/1168/IMG_1008_edited-1__74974.1611273519.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/165/1168/IMG_1008_edited-1__74974.1611273519.jpg?c=1 | https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/165/1167/IMG_1011_edited-1__59500.1611273519.jpg?c=1
Alumont Coved Stem Glide - For older Alumont Swivel Rockers - Pack of 16,,$12,In Stock,Parts & Hardware,Glides,"This Alumont glide is for older furniture, please match your glide to the picture. Sold in packs of 16.",Hanamint,https://hanamintstore.com/alumont-coved-stem-glide-for-older-alumont-swivel-rockers-pack-of-20/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/200/images/394/302-3310BL__47693.1571264803.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/200/394/302-3310BL__47693.1571264803.jpg?c=1 | https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/200/410/302-3310WH__53296.1571264804.jpg?c=1
Alumont Flat Stem Glide-White,302-2060WH,$12,In Stock,Parts & Hardware,Glides,Alumont FLAT Stem Glide - For Alumont Swivel Rockers - Pack of 16 Only available in natural color.,Hanamint,https://hanamintstore.com/alumont-flat-stem-glide-for-alumont-swivel-rockers-pack-of-24/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/339/images/1013/Flat_Stem_Glide__74193.1595630299.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/339/1013/Flat_Stem_Glide__74193.1595630299.jpg?c=1
Small Sherwood Glide Set of 4,HM61120,$12,In Stock,Parts & Hardware,Glides,"Replacement 2.5"" Square Insert Glide set of 4",Hanamint,https://hanamintstore.com/replacement-2-5-square-inset-glide-set-of-4/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/351/images/1043/HM61120__74086.1596746839.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/351/1043/HM61120__74086.1596746839.jpg?c=1
Button Caps,BUTTONCAP,$5,In Stock,Parts & Hardware,Misc. Parts,"Button Caps - Pack of 16 Used to cover bolt heads, mainly on sling furniture.",Hanamint,https://hanamintstore.com/button-caps-pack-of-16/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/414/images/1548/Button_Cap__97540.1616170608.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/414/1548/Button_Cap__97540.1616170608.jpg?c=1
Gas Cylinder Rods - Set of 2,GAS CYLINDER,$49,In Stock,Parts & Hardware,Misc. Parts,Set of 2 replacement gas cylinder rods for Tuscany Storage Box Lid. Item #611948.,Hanamint,https://hanamintstore.com/gas-cylinder-rods-set-of-2/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/119/images/1131/Gas_Cylinder__07236.1607377930.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/119/1131/Gas_Cylinder__07236.1607377930.jpg?c=1
Glider Rocker Arm,504428A00,$9,In Stock,Parts & Hardware,Misc. Parts,"Glider Replacement Arm choose from 8"" overall length - 6.5"" hole spacing or 9"" overall length - 7 5/8"" hole spacing",Hanamint,https://hanamintstore.com/glider-rocker-arm/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/350/images/1132/IMG_1792__94274.1607378066.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/350/1132/IMG_1792__94274.1607378066.jpg?c=1
Glider Rocker Arm Hardware Kit,Gliderhardware,$12,In Stock,Parts & Hardware,Misc. Parts,Hardware kit to attach glider rocker arms.,Hanamint,https://hanamintstore.com/glider-rocker-arm-hardware-kit/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/671/images/2885/Hardware_Pack__00127.1621198257.1280.1280__05292.1686923731.1280.1280__74843.1690572781.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/671/2885/Hardware_Pack__00127.1621198257.1280.1280__05292.1686923731.1280.1280__74843.1690572781.jpg?c=1
Grand Tuscany Replacement Ottoman with strap bed Leg,048452C40-06,$24,In Stock,Parts & Hardware,Misc. Parts,Current model of Grand Tuscany ottoman 048452 replacement leg. This model has a strap bed and the legs are side mounted. Finish is Desert Bronze.,Hanamint,https://hanamintstore.com/grand-tuscany-replacement-ottoman-leg/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/403/images/2699/048452__76572.1663612524.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/403/2699/048452__76572.1663612524.jpg?c=1
Lazy Susan Bearing Ring,630101A55,$69,In Stock,Parts & Hardware,Misc. Parts,"Table Top Lazy Susan Replacement Bearing. Bearing measures 15 3/4"" Please choose 3 or 4 mounting holes.",Hanamint,https://hanamintstore.com/table-top-lazy-susan-replacement-bearing/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/243/images/1709/Lazy_Susan_Bearing__13879.1630866699.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/243/1709/Lazy_Susan_Bearing__13879.1630866699.jpg?c=1
Replacement Foot Guards for Bar Stools and Counter Stools- Set of 4,60114,$21,In Stock,Parts & Hardware,Misc. Parts,Plastic foot guard protectors for Bar and Counter Stools. Will fit all Hanamint stools. Will not work on other products. Set of 4 in black.,Hanamint,https://hanamintstore.com/bar-and-counter-stool-foot-guards-set-of-4/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/146/images/1133/601000014-BK__33419.1649086772.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/146/1133/601000014-BK__33419.1649086772.jpg?c=1
Replacement Wheel for Chaise or Tea Cart,,$79,In Stock,Parts & Hardware,Misc. Parts,Replacement Wheel for Chaise or Tea Cart including tire. There is only one size with the rim being 10 3/4” with the tire it measures 12” Must choose your pattern style.,Hanamint,https://hanamintstore.com/wheel-tire/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/238/images/1710/Wheel_1__73066.1631301981.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/238/1710/Wheel_1__73066.1631301981.jpg?c=1 | https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/238/1711/Wheel_2__15328.1631301981.jpg?c=1 | https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/238/1712/Style_3__28695.1631301981.jpg?c=1 | https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/238/2317/Wheel_3__65686.1642007018.jpg?c=1
Sectioanl Connecting Hardware,HB048444,$8,In Stock,Parts & Hardware,Misc. Parts,"Sectional Connecting Hardware - Set of 4 3 3/4"" long bolt with washers and wing nut.",Hanamint,https://hanamintstore.com/sectional-connecting-hardware-set-of-4/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/368/images/1065/Sectional_Connecting_Hardware__83178.1598992773.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/368/1065/Sectional_Connecting_Hardware__83178.1598992773.jpg?c=1
Set of 2 Casters,605000001x2,$10,In Stock,Parts & Hardware,Misc. Parts,Set of 2 Casters.,Hanamint,https://hanamintstore.com/casters_2/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/231/images/1135/casters__28641.1607378811.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/231/1135/casters__28641.1607378811.jpg?c=1
Set of 2 Chaise Back Bushings,61602,$4,In Stock,Parts & Hardware,Misc. Parts,Set of 2 Replacement Chaise Back Bushings These are replacement bushings for chaise backs.,Hanamint,https://hanamintstore.com/set-of-2-replacement-chaise-back-bushings/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/359/images/1052/61602__69965.1597791005.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/359/1052/61602__69965.1597791005.jpg?c=1
Set of 2 Hub Caps for wheels with hardware,HUBCAP,$5,In Stock,Parts & Hardware,Misc. Parts,Replacement Hub Caps for Chaise or Tea Cart Wheels - Set of 2 Plus 2 screws and washers for attaching the wheels.,Hanamint,https://hanamintstore.com/set-of-2-hub-caps-for-wheels-with-hardware/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/327/images/995/Hub_Caps__53425.1652210922.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/327/995/Hub_Caps__53425.1652210922.jpg?c=1
Set of 2 Repl. Wheel Bushing,61601,$4,In Stock,Parts & Hardware,Misc. Parts,Set of 2 Replacement Nylon Wheel Bushings. These are replecement bushings for all wheels used on chaise lounges and tea carts.,Hanamint,https://hanamintstore.com/set-of-2-replacement-wheel-bushings/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/292/images/951/Wheel_Bushing__08401.1591461780.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/292/951/Wheel_Bushing__08401.1591461780.jpg?c=1
St. Augustine Decorative Finial,156112A44-06,$9,In Stock,Parts & Hardware,Misc. Parts,This replacement decorative finial is for St. Augustine chairs and swivel rockers.,Hanamint,https://hanamintstore.com/st-augustine-decorative-finial/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/381/images/1088/st_aug_finial__73482.1603467869.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/381/1088/st_aug_finial__73482.1603467869.jpg?c=1
Storage Box Latch,Latch,$10,In Stock,Parts & Hardware,Misc. Parts,Storage box latch.,Hanamint,https://hanamintstore.com/storage-box-latch/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/462/images/1624/Storage_Box_Latch__29917.1620921074.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/462/1624/Storage_Box_Latch__29917.1620921074.jpg?c=1
Storage Box Latch Plate,Latchplate,$5,In Stock,Parts & Hardware,Misc. Parts,Storage box latch plate.,Hanamint,https://hanamintstore.com/storage-box-latch-plate/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/461/images/1623/Storage_Box_Latch_Plate__16166.1620920966.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/461/1623/Storage_Box_Latch_Plate__16166.1620920966.jpg?c=1
Storage Box Push Button,*Note,$10,In Stock,Parts & Hardware,Misc. Parts,Storage box push button.,Hanamint,https://hanamintstore.com/storage-box-push-button/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/328/images/1134/Storage_Box_Push_Button__90457.1607378661.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/328/1134/Storage_Box_Push_Button__90457.1607378661.jpg?c=1
Tires Set of 2,HA21,$68,In Stock,Parts & Hardware,Misc. Parts,"Replacement tires for all Hanamint chaise lounges and tea carts. 10 3/4"" inside diameter. Will not fit Biltmore Sling Chaise Lounge wheels.",Hanamint,https://hanamintstore.com/tires-for-chaise-lounge-and-tea-carts-set-of-2/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/202/images/485/HA20001__51384.1652210860.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/202/485/HA20001__51384.1652210860.jpg?c=1
Top Cross Section for Towel Rack,611401A03-156,$59,In Stock,Parts & Hardware,Misc. Parts,Replacement top cross bar for towel rack in desert mist.,Hanamint,https://hanamintstore.com/top-cross-section-for-towel-rack/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/558/images/2617/1653066250.1280.1280__90005.1657215351.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/558/2617/1653066250.1280.1280__90005.1657215351.jpg?c=1
Umbrella Base Pole Reducer 2pc,603004581-BK,$5,In Stock,Parts & Hardware,Misc. Parts,"Large 2pc Umbrella Post Insert - Plastic protector Fits 2 1/4"" ID umbrella base post.",Hanamint,https://hanamintstore.com/large-2pc-umbrella-post-insert-plastic-protector/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/439/images/1575/603004581-BK__01395.1617812942.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/439/1575/603004581-BK__01395.1617812942.jpg?c=1
Umbrella Set Screw,HB10000,$5,In Stock,Parts & Hardware,Misc. Parts,Replacement tightening knob for all umbrella bases.,Hanamint,https://hanamintstore.com/umbrella-base-tightening-knob/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/282/images/1611/Umbrella_Base_Tightening_Knob_BK__19116.1620758054.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/282/1611/Umbrella_Base_Tightening_Knob_BK__19116.1620758054.jpg?c=1
"1"" Round Glide - Pack of 16",100-1226,$16,In Stock,Parts & Hardware,"Parts, Glides & Touch Up","These are replacement glides for older Alumont furniture that use 1"" round glides. These glides are only sold in packs of 16.",Hanamint,https://hanamintstore.com/1-round-glide-pack-of-16/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/4012/images/3319/100-1226wh__18818.1727129759.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/4012/3319/100-1226wh__18818.1727129759.jpg?c=1 | https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/4012/3320/100-1226bl__31261.1727129759.jpg?c=1
Large Sherwood Glide Set of 4,HM61110,$14,In Stock,Parts & Hardware,"Parts, Glides & Touch Up","Replacement 3 1/8"" Square Insert Glide set of 4",Hanamint,https://hanamintstore.com/replacement-3-1-8-square-inset-glide-set-of-4/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/352/images/1044/HM61110__42676.1596746637.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/352/1044/HM61110__42676.1596746637.jpg?c=1
Standard Adjuster Glide - 20 pack,602,$18,In Stock,Parts & Hardware,"Parts, Glides & Touch Up","Standard adjuster glides for Hanamint furniture. Choose size needed - M8 (1/4"") thread for most furniture or M6 (3/16"") thread for furniture made prior to 2006. M8 are natural color. M6 are black color. Pack of 20 glides.",Hanamint,https://hanamintstore.com/standard-adjuster-glide-20-pack/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/454/images/1625/60214__84201.1654803978.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/454/1625/60214__84201.1654803978.jpg?c=1 | https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/454/3128/M6_Glide__30578.1694790617.jpg?c=1
Standard Adjuster Glide - 4 pack Natural Color,60215,$5,In Stock,Parts & Hardware,"Parts, Glides & Touch Up",Standard adjuster natrual color glide fits all Hanamint Furniture with M8 threads. Pack of 4 glides.,Hanamint,https://hanamintstore.com/new-standard-adjuster-glide-4-pack-natural-color/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/360/images/1626/60214__98041.1654531278.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/360/1626/60214__98041.1654531278.jpg?c=1
Swivel Rocker Glides - Pack of 20,60122,$10,In Stock,Parts & Hardware,"Parts, Glides & Touch Up",These push in glides are replacements for the glides on the round bases of dining swivel rockers and club swivel rockers. These glides are only sold in packs of 20.,Hanamint,https://hanamintstore.com/swivel-rocker-push-in-glide-pack-of-20/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/221/images/530/601000022__13780.1571264810.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/221/530/601000022__13780.1571264810.jpg?c=1
Tuscany or Newport Stool Glide - Pack of 16,60331-BK,$17,In Stock,Parts & Hardware,"Parts, Glides & Touch Up",These are replacement glides for the Tuscany or Newport swivel bar stool and swivel counter stool base. These glides are only sold in packs of 16.,Hanamint,https://hanamintstore.com/tuscany-bar-stool-glide-pack-of-16/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/127/images/464/603000031__98219.1571264807.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/127/464/603000031__98219.1571264807.jpg?c=1
Tuscany or Newport Stool Glide - Pack of 4,HJ10000,$6,In Stock,Parts & Hardware,"Parts, Glides & Touch Up",These are replacement glides for the Tuscany or Newport swivel bar stool and swivel counter stool base. These glides are only sold in packs of 4.,Hanamint,https://hanamintstore.com/tuscany-or-newport-stool-glide-pack-of-4/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/567/images/2632/603000031__98219.1571264807.1280.1280__17954.1661791411.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/567/2632/603000031__98219.1571264807.1280.1280__17954.1661791411.jpg?c=1
Umbrella Base and Pedestal Table Base Glides - 4 pack,60211,$5,In Stock,Parts & Hardware,"Parts, Glides & Touch Up",Set of 4 glides for umbrella bases or pedestal table bases.,Hanamint,https://hanamintstore.com/umbrella-base-and-table-base-glides-4-pack/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/361/images/1054/Table_Base_Glides__89289.1597965566.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/361/1054/Table_Base_Glides__89289.1597965566.jpg?c=1
"3.54"" Small Glass Spring - Set of 3",HA40038,$30,In Stock,Parts & Hardware,Swivel Rocker Parts,"These replacement springs are for all spring based club chairs with 1"" hole spacing. Be sure to check the length of the glass springs you are replacing. Two other lengths are available. These Glass Springs are sold in sets of 3. ** Assembly Instruction Download **",Hanamint,https://hanamintstore.com/glass-spring-3-54-set-of-2/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/138/images/528/HA40039-05__48932.1597171453.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/138/528/HA40039-05__48932.1597171453.jpg?c=1
"4.37"" Glass Spring - Set of 2",HA40039,$20,In Stock,Parts & Hardware,Swivel Rocker Parts,"These replacement springs are for Club Swivel Rockers with 1"" hole spacing. Be sure to check the length of the glass springs you are replacing. Two other lengths are available. Glass Springs are only sold in sets of 2. ** Assembly Instruction Download **",Hanamint,https://hanamintstore.com/glass-spring-4-37-set-of-2/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/206/images/1138/HA40010__79803.1607379225.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/206/1138/HA40010__79803.1607379225.jpg?c=1 | https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/206/724/Swivel_Rocker_Spring_Replacement__38927.1607379225.jpg?c=1
"5"" Standard Glass Spring Set of 2",HA40010,$23,In Stock,Parts & Hardware,Swivel Rocker Parts,"These replacement glass springs are for all dining swivel rockers with 1"" hole spacing. Spring size: 5"" x 2.5"" Be sure to check the length of the glass springs you are replacing. Two other lengths are available. Glass Springs are only sold in sets of 2. If you have older Alumont furniture check the distance between the holes. If 1.5"" order Alumont glass spring. ** Assembly Instruction Download **",Hanamint,https://hanamintstore.com/glass-spring-standard-5-set-of-2/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/172/images/1137/HA40010__98435.1607379183.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/172/1137/HA40010__98435.1607379183.jpg?c=1 | https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/172/725/Swivel_Rocker_Spring_Replacement__62799.1607379122.jpg?c=1
Four Square Swivel Mechanism with Nylon Bushing,TZL992311-131,$45,In Stock,Parts & Hardware,Swivel Rocker Parts,"Four Square Swivel Mechanism with Nylon Bushing. This is used for gliders, Tuscany swivel bar stools and counter stools. Replaces this previous version",Hanamint,https://hanamintstore.com/four-square-swivel-mechanism-with-nylon-bushing/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/404/images/2615/Foursquare2__66760.1654720419.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/404/2615/Foursquare2__66760.1654720419.jpg?c=1
