id,sku,name,slug,collection,short_description,description,dimensions,specs,price,msrp,sale_price,category_id,is_active,available_online,created_at,updated_at
4370,C2424SSG,Table Top Only,24-table-top-only-stonegate-homecrest,Stonegate,"24"" Table Top Only — Homecrest Stonegate collection.","24"" Table Top Only — Homecrest Stonegate collection.

<p>Featuring the dramatic beauty of natural rock, our Stonegate tops combine natural elements with modern finishes for style and durability. Stonegate is designed to withstand the elements and is available in many shapes and heights. Its clean simplicity and straight-edge finish give Stonegate an on-trend appearance that allows it to adapt to a wide range of design applications, whether residential or commercial.</p>",,"{'Weight': '34.5 lbs', 'Material': 'Natural Series'}",,,,52,True,True,2026-06-01 06:37:43.388219+00:00,2026-06-23 18:14:57.428150+00:00
4393,C2424STM,Table Top Only,24-table-top-only-timber-homecrest,Timber,"24"" Table Top Only — Homecrest Timber collection.","24"" Table Top Only — Homecrest Timber collection.

<p>Cast from beautiful reclaimed wood tables, our popular Timber collection is on trend and timeless. Using the same technology we use in all Natural Series tops, we are able to achieve a look that is marvelously realistic while retaining the outstanding outdoor performance characteristics you expect from Homecrest. Timber is available in a variety of authentic colors to coordinate with unique color themes.</p>",,"{'Weight': '34 lbs', 'Material': 'Natural Series'}",,,,52,True,True,2026-06-01 06:37:48.411692+00:00,2026-06-23 18:14:57.428150+00:00
4212,132430X,Table Top Only,24-x-30-table-top-only-mode-club-homecrest,Club,"24"" x 30"" Table Top Only — Homecrest Mode Club collection.","24"" x 30"" Table Top Only — Homecrest Mode Club collection.

<p>Building on our popular Mode collection, Homecrest's Mode Club is a complementary series of contemporary table tops that are uniquely designed for hospitality applications. Mode Club tables feature clean lines and smooth contours in a variety of shapes and sizes that are specifically selected for outdoor spaces in public places. Like its sister collection, Mode Club tops are available in DuoTone color options. Pair these sophisticated tops with the Homecrest base that appropriately meets the height, functional, and aesthetic requirements of your project.</p>",,"{'Weight': '0 lbs', 'Material': 'Aluminum'}",,,,52,True,True,2026-06-01 06:37:14.266606+00:00,2026-06-23 18:14:57.428150+00:00
4371,C2430XSGWH,Table Top Only,24-x-30-table-top-only-stonegate-homecrest,Stonegate,"24"" x 30"" Table Top Only — Homecrest Stonegate collection.","24"" x 30"" Table Top Only — Homecrest Stonegate collection.

<p>Featuring the dramatic beauty of natural rock, our Stonegate tops combine natural elements with modern finishes for style and durability. Stonegate is designed to withstand the elements and is available in many shapes and heights. Its clean simplicity and straight-edge finish give Stonegate an on-trend appearance that allows it to adapt to a wide range of design applications, whether residential or commercial.</p>",,"{'Weight': '38 lbs', 'Material': 'Natural Series'}",,,,52,True,True,2026-06-01 06:37:43.615156+00:00,2026-06-23 18:14:57.428150+00:00
4372,C2436XSGWH,Table Top Only,24-x-36-table-top-only-stonegate-homecrest,Stonegate,"24"" x 36"" Table Top Only — Homecrest Stonegate collection.","24"" x 36"" Table Top Only — Homecrest Stonegate collection.

<p>Featuring the dramatic beauty of natural rock, our Stonegate tops combine natural elements with modern finishes for style and durability. Stonegate is designed to withstand the elements and is available in many shapes and heights. Its clean simplicity and straight-edge finish give Stonegate an on-trend appearance that allows it to adapt to a wide range of design applications, whether residential or commercial.</p>",,"{'Weight': '0 lbs', 'Material': 'Natural Series'}",,,,52,True,True,2026-06-01 06:37:43.848631+00:00,2026-06-23 18:14:57.428150+00:00
4224,33UMBP,24” Umbrella Base Plate,24-umbrella-base-plate-table-bases-homecrest,Bases,24” Umbrella Base Plate — Homecrest Table Bases collection.,"24” Umbrella Base Plate — Homecrest Table Bases collection.

<p>Homecrest has revamped the universal table base to an “easier to assemble” table base. This sleek new table base is composed of aluminum and is designed for the utmost in durability, convenience and maneuverability. No matter the size and/or shape of the table top you choose, Homecrest’s universal base is sure to please.</p>",,"{'Notes': 'Required with Umbrella; use with bases 3330B, 3334B, 3340B; 24"" umbrella base plate', 'Material': 'Zinc-Plated Solid Steel'}",,,,52,True,True,2026-06-01 06:37:16.588204+00:00,2026-06-23 18:14:57.428150+00:00
4269,622644,Coffee Table,26-x-43-5-coffee-table-latitude-homecrest,Latitude,"26"" x 43.5"" Coffee Table — Homecrest Latitude collection.","26"" x 43.5"" Coffee Table — Homecrest Latitude collection.

<p>Enjoy the beauty of the outdoors with Homecrest’s stunning Latitude collection. The attractive and functional Latitude tables feature an all-aluminum construction and are well-suited for both dining and deep seating applications. Whether for residential or commercial, Latitude combines style and function to create a fresh look in any outdoor space.</p>","18"" H","{'Notes': 'Post base', 'Material': 'Aluminum'}",,,,52,True,True,2026-06-01 06:37:24.332429+00:00,2026-06-23 18:14:57.428150+00:00
4241,C2644XCT,Table Top Only,26-x-44-table-top-only-concrete-homecrest,Concrete,"26"" x 44"" Table Top Only — Homecrest Concrete collection.","26"" x 44"" Table Top Only — Homecrest Concrete collection.

<p>Offering a simple yet sophisticated style to your outdoor space design has never been easier than with Homecrest’s Concrete table tops. A member of our Natural Series collection, our Concrete tables are crafted using the latest in composite technology, giving you a contemporary, industrial-chic piece that is as durable as it is beautiful. This collection is sure to please those with an eye for innovative aesthetics.</p>",,"{'Weight': '0 lbs', 'Material': 'Natural Series'}",,,,52,True,True,2026-06-01 06:37:19.268818+00:00,2026-06-23 18:14:57.428150+00:00
4295,C2644XHD,Table Top Only,26-x-44-table-top-only-medley-homecrest,Medley,"26"" x 44"" Table Top Only — Homecrest Medley collection.","26"" x 44"" Table Top Only — Homecrest Medley collection.

<p>Elevate your outdoor dining experience with the Medley collection. Constructed with a powder-coated aluminum frame and durable all-weather poly (HDPE) top, Medley visually resembles natural wood but eliminates the upkeep and maintenance that comes with it. Transform your outdoor space with this sturdy table that combines robust design and practical elegance.</p>",,"{'Weight': '25 lbs', 'Material': 'All-Weather Poly'}",,,,52,True,True,2026-06-01 06:37:28.685765+00:00,2026-06-23 18:14:57.428150+00:00
4319,C2644XSH,Table Top Only,26-x-44-table-top-only-shadow-rock-homecrest,Shadow Rock,"26"" x 44"" Table Top Only — Homecrest Shadow Rock collection.","26"" x 44"" Table Top Only — Homecrest Shadow Rock collection.

<p>Homecrest’s elegant Shadow Rock tops provide an attractive look and are the perfect complement to any outdoor furniture set. With its beautiful, distinct texture and natural colors, the Shadow Rock top creates a stunning centerpiece for your outdoor area and provides a laid-back atmosphere of relaxation and conversation. Available in several heights, top sizes, and finishes, Shadow Rock features top-quality, American-made components that will withstand weather and can be used season after season.</p>",,"{'Weight': '0 lbs', 'Material': 'Natural Series'}",,,,52,True,True,2026-06-01 06:37:32.826639+00:00,2026-06-23 18:14:57.428150+00:00
4347,C2644XSL,Table Top Only,26-x-44-table-top-only-slate-homecrest,Slate,"26"" x 44"" Table Top Only — Homecrest Slate collection.","26"" x 44"" Table Top Only — Homecrest Slate collection.

<p>A welcome addition to any outdoor space, Homecrest’s Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.</p>",,"{'Weight': '84 lbs', 'Material': 'Natural Series'}",,,,52,True,True,2026-06-01 06:37:38.542583+00:00,2026-06-23 18:14:57.428150+00:00
4373,C2644XSG,Table Top Only,26-x-44-table-top-only-stonegate-homecrest,Stonegate,"26"" x 44"" Table Top Only — Homecrest Stonegate collection.","26"" x 44"" Table Top Only — Homecrest Stonegate collection.

<p>Featuring the dramatic beauty of natural rock, our Stonegate tops combine natural elements with modern finishes for style and durability. Stonegate is designed to withstand the elements and is available in many shapes and heights. Its clean simplicity and straight-edge finish give Stonegate an on-trend appearance that allows it to adapt to a wide range of design applications, whether residential or commercial.</p>",,"{'Weight': '72 lbs', 'Material': 'Natural Series'}",,,,52,True,True,2026-06-01 06:37:44.092256+00:00,2026-06-23 18:14:57.428150+00:00
4394,C2644XTM,Table Top Only,26-x-44-table-top-only-timber-homecrest,Timber,"26"" x 44"" Table Top Only — Homecrest Timber collection.","26"" x 44"" Table Top Only — Homecrest Timber collection.

<p>Cast from beautiful reclaimed wood tables, our popular Timber collection is on trend and timeless. Using the same technology we use in all Natural Series tops, we are able to achieve a look that is marvelously realistic while retaining the outstanding outdoor performance characteristics you expect from Homecrest. Timber is available in a variety of authentic colors to coordinate with unique color themes.</p>",,"{'Weight': '72 lbs', 'Material': 'Natural Series'}",,,,52,True,True,2026-06-01 06:37:48.632384+00:00,2026-06-23 18:14:57.428150+00:00
4185,8328S,End Table,28-end-table-urban-cushion-homecrest,Cushion,"28"" End Table — Homecrest Urban Cushion collection.","28"" End Table — Homecrest Urban Cushion collection.

<p>Featuring a modular design and clean, soft lines, Homecrest’s Urban collection has a contemporary appeal that is equally suited for backyards, apartment amenity decks, and everything in between. This collection is crafted with powder-coated aluminum and High Resilient, furniture-grade foam cushions. The built-in side tables are available in an HDPE woodgrain pattern or an all-aluminum panel.</p>","28"" W x 28"" D x 8.375"" H",{'Material': 'Aluminum'},,,,43,True,True,2026-06-01 06:37:08.454977+00:00,2026-06-08 21:38:24.422000+00:00
4083,362844,Coffee Table,28-x-44-coffee-table-infiniti-homecrest,Infiniti,"28"" x 44"" Coffee Table — Homecrest Infiniti collection.","28"" x 44"" Coffee Table — Homecrest Infiniti collection.

<p>Infiniti is designed for ease of use in any space: at work or at play. Its flowing silhouette maximizes the surface area of our premium sling fabric while still maintaining sleek visuals. In addition, because of our double layer sling technology, Infiniti provides an exceptionally comfortable sit without any of the maintenance that is required by traditional cushions. This beautiful collection is sure to transform any outdoor space to become more attractive and inviting. Paired with its intelligently designed side, coffee, and corner table companion pieces, our armless Infiniti chat chairs are ideal for energizing homeowners’ existing outdoor setups, as well as otherwise standard waiting rooms.</p>","28"" W x 44"" L x 18"" H",{'Material': 'All-Weather Poly | Aluminum'},,,,43,True,True,2026-06-01 06:36:53.878653+00:00,2026-06-08 21:38:23.996000+00:00
