id,name,sku,collection,short_description,description,dimensions,specs,materials
3303,Oceanview 4 Seat Outdoor Round Dining Height Table Patio Set,NOSKU_delmar-4-seat-outdoor-42-round-dining-height-table-patio-set-poly-lumber,Oceanview,"Our High Density Polyethylene “Poly Lumber” is the superior wood alternative for customers who want unmatched performance and unrivaled beauty. Recycled plastic material is turned into our high-end, high-performance poly","Our High Density Polyethylene “Poly Lumber” is the superior wood alternative for customers who want unmatched performance and unrivaled beauty. Recycled plastic material is turned into our high-end, high-performance poly lumber.

Durable: Our products will not splinter, crack, chip, peel or rot and are impervious to insects.
Color Stable: Rich colors stay brilliant thanks to built-in UV protection.
Low Maintenance: No painting, staining, or waterproofing required.
Easy to Clean: Does not stain or accumulate dirt and are easily cleaned with soap and water.
Marine Grade Polymer","42""",,['Aluminum']
3306,Oceanview 6 Seat Outdoor Counter Height Table Patio Set,NOSKU_delmar-6-seat-outdoor-counter-height-table-patio-set-poly-lumber,Oceanview,"Our High Density Polyethylene “Poly Lumber” is the superior wood alternative for customers who want unmatched performance and unrivaled beauty. Recycled plastic material is turned into our high-end, high-performance poly","Our High Density Polyethylene “Poly Lumber” is the superior wood alternative for customers who want unmatched performance and unrivaled beauty. Recycled plastic material is turned into our high-end, high-performance poly lumber.

Durable: Our products will not splinter, crack, chip, peel or rot and are impervious to insects.
Color Stable: Rich colors stay brilliant thanks to built-in UV protection.
Low Maintenance: No painting, staining, or waterproofing required.
Easy to Clean: Does not stain or accumulate dirt and are easily cleaned with soap and water.
Marine Grade Polymer",,,['Aluminum']
3308,Oceanview 6 Seat Outdoor Dining Height Table Patio Set,NOSKU_delmar-6-seat-outdoor-dining-height-table-patio-set-poly-lumber-2,Oceanview,"Our High Density Polyethylene “Poly Lumber” is the superior wood alternative for customers who want unmatched performance and unrivaled beauty. Recycled plastic material is turned into our high-end, high-performance poly","Our High Density Polyethylene “Poly Lumber” is the superior wood alternative for customers who want unmatched performance and unrivaled beauty. Recycled plastic material is turned into our high-end, high-performance poly lumber.

Durable: Our products will not splinter, crack, chip, peel or rot and are impervious to insects.
Color Stable: Rich colors stay brilliant thanks to built-in UV protection.
Low Maintenance: No painting, staining, or waterproofing required.
Easy to Clean: Does not stain or accumulate dirt and are easily cleaned with soap and water.
Marine Grade Polymer",,,['Aluminum']
3344,Oceanview Armless Counter or Bar Height Chair,PL1001DCS-H,Oceanview,Poly,"Poly

<p>Poly Lumber</p>",,,['Aluminum']
3273,Oceanview Armless Dining Chair,PL1001DCS,Oceanview,Poly,"Poly

<p>Poly Lumber</p>",,,['Aluminum']
3345,Oceanview Counter or Bar Height Chair With Arms,PL1001DC-H,Oceanview,Poly,"Poly

<p>Poly Lumber</p>",,,['Aluminum']
3274,Oceanview Dining Chair With Arms,PL1001DC,Oceanview,Poly,"Poly

<p>Poly Lumber</p>",,,['Aluminum']
3293,Oceanview Rectangle Dining Table,PL1001DT-REC-72,Oceanview,Poly,"Poly

<p>Poly Lumber</p>","72"" x 40""",,['Aluminum']
3292,Oceanview Rectangle Dining Table,PL1001DT-REC-60,Oceanview,Poly,"Poly

<p>Poly Lumber</p>","60"" x 28""",,['Aluminum']
3291,Oceanview Round Dining Table,PL1001DT-RND-42,Oceanview,Poly,"Poly

<p>Poly Lumber</p>","42""",,['Aluminum']
3346,Oceanview Saddle Stool,PL1001SS,Oceanview,Poly,"Poly

<p>Poly Lumber</p>",,,['Aluminum']
3283,Overton 82”x 42” Dining Table w/ textured alum. wood look finish,NC6790DT,Overton,Offers clean lines with mixed-media style. The 82” Overton dining table in Gunmetal/Textured Gray with umbrella,"Offers clean lines with mixed-media style. The 82” Overton dining table in Gunmetal/Textured Gray with umbrella

<p>Offers clean lines with mixed-media style. The 82” Overton dining table in Gunmetal/Textured Gray with umbrella hole.</p>

<ul>
  <li>Long lasting durability and rust resistance.</li>
  <li>This table is perfect for practically any setting, and looks particularly nice in modern and/or minimalist environments.</li>
  <li>Style: Modern/Contemporary</li>
</ul>",,,['Aluminum']
3314,Overton Conversation table w/ textured alum. wood look finish/strong,NC6790CVT-REC,Overton,Offers clean lines with mixed-media style. The Overton conversation table in Gunmetal/Textured,"Offers clean lines with mixed-media style. The Overton conversation table in Gunmetal/Textured

<p>Offers clean lines with mixed-media style. The Overton conversation table in Gunmetal/Textured Gray.</p>

<ul>
  <li>Long lasting durability and rust resistance.</li>
  <li>This table is perfect for practically any setting, and looks particularly nice in modern and/or minimalist environments.</li>
  <li>Style: Modern/Contemporary</li>
</ul>",,,['Aluminum']
3269,Overton Padded Dining Chair,NC6790DC,Overton,Offers clean lines with mixed-media style. Gunmetal,"Offers clean lines with mixed-media style. Gunmetal

<p>Offers clean lines with mixed-media style. Gunmetal Gray/Willow</p>

<ul>
  <li>Long lasting durability and rust resistance.</li>
  <li>This Chair is perfect for practically any setting, and looks particularly nice in modern and/or minimalist environments.</li>
  <li>Seat Type: Without Cushions but is padded</li>
  <li>Motion Type: Stationary</li>
  <li>Style: Modern/Contemporary</li>
  <li>Finish: Gunmetal, Willow Flat</li>
</ul>",,,['Aluminum']
3315,Overton Rectangle Coffee Table w/ textured alum. wood look finish,NC6790CT-REC,Overton,Offers clean lines with mixed-media style. The Overton coffee table in Gunmetal/Textured,"Offers clean lines with mixed-media style. The Overton coffee table in Gunmetal/Textured

<p>Offers clean lines with mixed-media style. The Overton coffee table in Gunmetal/Textured Gray.</p>

<ul>
  <li>Long lasting durability and rust resistance.</li>
  <li>This table is perfect for practically any setting, and looks particularly nice in modern and/or minimalist environments.</li>
  <li>Style: Modern/Contemporary</li>
</ul>",,,['Aluminum']
3316,Overton Square End Table – Wood Finish Texture,NC6790ET-SQ,Overton,Offers clean lines with mixed-media style. The Overton end table in Gunmetal/Textured,"Offers clean lines with mixed-media style. The Overton end table in Gunmetal/Textured

<p>Offers clean lines with mixed-media style. The Overton end table in Gunmetal/Textured Gray.</p>

<ul>
  <li>Long lasting durability and rust resistance.</li>
  <li>This table is perfect for practically any setting, and looks particularly nice in modern and/or minimalist environments.</li>
  <li>Style: Modern/Contemporary</li>
</ul>",,,['Aluminum']
3365,Rio Chaise Lounge,NC6870-SACL,Rio,This sling Chaise Lounge offers clean lines with mixed-media style. It features ash gray outdoor upholstery that combines with a stylish sterling gray finish on the frame and legs. The upholstery material is designed to withstand the elements while providing a surprisingly comfortable seat.,"This sling Chaise Lounge offers clean lines with mixed-media style. It features ash gray outdoor upholstery that combines with a stylish sterling gray finish on the frame and legs. The upholstery material is designed to withstand the elements while providing a surprisingly comfortable seat.

<p>This sling Chaise Lounge offers clean lines with mixed-media style. It features ash gray outdoor upholstery that combines with a stylish sterling gray finish on the frame and legs. The upholstery material is designed to withstand the elements while providing a surprisingly comfortable seat.</p>

<ul>
  <li>Thick-gauged, powder-coated aluminum frame in a trend-forward sterling gray finish offers long lasting durability and rust resistance</li>
  <li>Quick-dry, durable outdoor upholstery material provides longevity and a comfortable seat</li>
  <li>Perfect for practically any setting and looks particularly nice in modern and minimalist environments</li>
  <li>Weight Capacity: 250 lb.</li>
  <li>Assembly Required: Yes</li>
  <li>Reclining: Yes</li>
  <li>Stacking: Yes</li>
  <li>Arms: 22″H</li>
  <li>Fully reclined length – Head to Toe: 84″</li>
  <li>Seat Height – Floor to Seat: 15″</li>
  <li>Seat Back Height: 15″</li>
</ul>",,,['Aluminum']
3270,Rio Dining Chair,NC6870-DC,Rio,This sling dining chair offers clean lines with a mixed-media style. It features ash gray outdoor upholstery that combines with a stylish sterling gray finish on the frame and legs. The upholstery material is designed to withstand the elements while providing a surprisingly comfortable seat.,"This sling dining chair offers clean lines with a mixed-media style. It features ash gray outdoor upholstery that combines with a stylish sterling gray finish on the frame and legs. The upholstery material is designed to withstand the elements while providing a surprisingly comfortable seat.

<p>This sling dining chair offers clean lines with a mixed-media style. It features ash gray outdoor upholstery that combines with a stylish sterling gray finish on the frame and legs. The upholstery material is designed to withstand the elements while providing a surprisingly comfortable seat.</p>

<ul>
  <li>Thick-gauged, powder-coated aluminum frame in a trend-forward sterling gray finish offers long lasting durability and rust resistance</li>
  <li>Quick-dry, durable outdoor upholstery material provides longevity and a comfortable seat</li>
  <li>Perfect for practically any setting and looks particularly nice in modern and minimalist environments</li>
  <li>Outer Frame Material: Metal</li>
  <li>Cushions Included: No</li>
  <li>Durability: Weather Resistant; Water Resistant; UV Resistant</li>
  <li>Weight Capacity: 250 lb.</li>
  <li>Assembly Required: Yes</li>
  <li>Arms 26” H</li>
  <li>Seat 17” H</li>
</ul>",,,['Aluminum']
3284,Rio Dining Table,NC6870DT-48,Rio,This patio dining table offers clean lines with a mixed-media style. Umbrella hole in the,"This patio dining table offers clean lines with a mixed-media style. Umbrella hole in the

<p>This patio dining table offers clean lines with a mixed-media style. Umbrella hole in the middle.</p>

<ul>
  <li>Seating Capacity: 4</li>
  <li>Umbrella Hole: Yes</li>
  <li>Color: Gunmetal</li>
  <li>Metal: Aluminum</li>
  <li>Durability: Weather Resistant; Water Resistant; UV Resistant</li>
  <li>Assembly Required: Yes</li>
</ul>","48""",,['Aluminum']
3285,Rio Dining Table,NC6870DT-60,Rio,This patio dining table offers clean lines with a mixed-media style. Umbrella hole in the,"This patio dining table offers clean lines with a mixed-media style. Umbrella hole in the

<p>This patio dining table offers clean lines with a mixed-media style. Umbrella hole in the middle.</p>

<ul>
  <li>Seating Capacity: 5</li>
  <li>Umbrella Hole: Yes</li>
  <li>Color: Gunmetal</li>
  <li>Metal: Aluminum</li>
  <li>Durability: Weather Resistant; Water Resistant; UV Resistant</li>
  <li>Assembly Required: Yes</li>
</ul>","60""",,['Aluminum']
3259,Seaside Teak Chair,NC2170C,Seaside,"Patio Chair with Sunbrella Cushions features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. Also included are cushions covered in fade and mildew-resistant sunbrella® fabric.","Patio Chair with Sunbrella Cushions features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. Also included are cushions covered in fade and mildew-resistant sunbrella® fabric.

<p>Patio Chair with Sunbrella Cushions features artisan craftsmanship in 100% solid, plantation-grown teak. The naturally weather-resistant teak is smoothly sanded and may be oiled to preserve the warm look as shown, or allowed to weather naturally to a beautiful silvery gray patina. Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster. Also included are cushions covered in fade and mildew-resistant sunbrella® fabric.</p>

<ul>
  <li>Plush bull nose cushions in the sunbrella fabric provide unmatched fade, moisture and mildew resistance</li>
  <li>Responsibly harvested solid plantation-grown teak. The teak plantation participates in a replenished forestry program and plants 1 tree for each tree that is harvested.</li>
  <li>You may choose to allow your natural wood/teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for natural teak twice a year to preserve the natural wood/teak’s golden finish.</li>
  <li>Frame Material: Teak</li>
  <li>Cushions Included: Yes</li>
  <li>Product Care: Easily clean cushions with mild soap and water for an enduringly pristine surface. Air dry only.</li>
  <li>Assembly Required: Yes</li>
  <li>Seat Cushion Thickness 6”</li>
  <li>Seat Height Without Cushion 12”</li>
  <li>Weight Capacity: 300 lbs.</li>
</ul>",,,['Aluminum']
